power,stat,pokemon
50,defense,drakloak
60,special-attack,drakloak
50,special-defense,drakloak
102,speed,drakloak
88,hp,dragapult
120,attack,dragapult
75,defense,dragapult
100,special-attack,dragapult
75,special-defense,dragapult
142,speed,dragapult
92,hp,zacian
120,attack,zacian
115,defense,zacian
80,special-attack,zacian
115,special-defense,zacian
138,speed,zacian
92,hp,zamazenta
120,attack,zamazenta
115,defense,zamazenta
80,special-attack,zamazenta
115,special-defense,zamazenta
138,speed,zamazenta
140,hp,eternatus
85,attack,eternatus
95,defense,eternatus
145,special-attack,eternatus
95,special-defense,eternatus
130,speed,eternatus
60,hp,kubfu
90,attack,kubfu
60,defense,kubfu
53,special-attack,kubfu
50,special-defense,kubfu
72,speed,kubfu
100,hp,urshifu-single-strike
130,attack,urshifu-single-strike
100,defense,urshifu-single-strike
63,special-attack,urshifu-single-strike
60,special-defense,urshifu-single-strike
97,speed,urshifu-single-strike
105,hp,zarude
120,attack,zarude
105,defense,zarude
70,special-attack,zarude
95,special-defense,zarude
105,speed,zarude
80,hp,regieleki
100,attack,regieleki
50,defense,regieleki
100,special-attack,regieleki
50,special-defense,regieleki
200,speed,regieleki
200,hp,regidrago
100,attack,regidrago
50,defense,regidrago
100,special-attack,regidrago
50,special-defense,regidrago
80,speed,regidrago
100,hp,glastrier
145,attack,glastrier
130,defense,glastrier
65,special-attack,glastrier
110,special-defense,glastrier
30,speed,glastrier
100,hp,spectrier
65,attack,spectrier
60,defense,spectrier
145,special-attack,spectrier
80,special-defense,spectrier
130,speed,spectrier
100,hp,calyrex
80,attack,calyrex
80,defense,calyrex
80,special-attack,calyrex
80,special-defense,calyrex
80,speed,calyrex
103,hp,wyrdeer
105,attack,wyrdeer
72,defense,wyrdeer
105,special-attack,wyrdeer
75,special-defense,wyrdeer
65,speed,wyrdeer
70,hp,kleavor
135,attack,kleavor
95,defense,kleavor
45,special-attack,kleavor
70,special-defense,kleavor
85,speed,kleavor
130,hp,ursaluna
140,attack,ursaluna
105,defense,ursaluna
45,special-attack,ursaluna
80,special-defense,ursaluna
50,speed,ursaluna
120,hp,basculegion-male
112,attack,basculegion-male
65,defense,basculegion-male
80,special-attack,basculegion-male
75,special-defense,basculegion-male
78,speed,basculegion-male
80,hp,sneasler
130,attack,sneasler
60,defense,sneasler
40,special-attack,sneasler
80,special-defense,sneasler
120,speed,sneasler
85,hp,overqwil
115,attack,overqwil
95,defense,overqwil
65,special-attack,overqwil
65,special-defense,overqwil
85,speed,overqwil
74,hp,enamorus-incarnate
115,attack,enamorus-incarnate
70,defense,enamorus-incarnate
135,special-attack,enamorus-incarnate
80,special-defense,enamorus-incarnate
106,speed,enamorus-incarnate
40,hp,sprigatito
61,attack,sprigatito
54,defense,sprigatito
45,special-attack,sprigatito
45,special-defense,sprigatito
65,speed,sprigatito
61,hp,floragato
80,attack,floragato
63,defense,floragato
60,special-attack,floragato
63,special-defense,floragato
83,speed,floragato
76,hp,meowscarada
110,attack,meowscarada
70,defense,meowscarada
81,special-attack,meowscarada
70,special-defense,meowscarada
123,speed,meowscarada
67,hp,fuecoco
45,attack,fuecoco
59,defense,fuecoco
63,special-attack,fuecoco
40,special-defense,fuecoco
36,speed,fuecoco
81,hp,crocalor
55,attack,crocalor
78,defense,crocalor
90,special-attack,crocalor
58,special-defense,crocalor
49,speed,crocalor
104,hp,skeledirge
75,attack,skeledirge
100,defense,skeledirge
110,special-attack,skeledirge
75,special-defense,skeledirge
66,speed,skeledirge
55,hp,quaxly
65,attack,quaxly
45,defense,quaxly
50,special-attack,quaxly
45,special-defense,quaxly
50,speed,quaxly
70,hp,quaxwell
85,attack,quaxwell
65,defense,quaxwell
65,special-attack,quaxwell
60,special-defense,quaxwell
65,speed,quaxwell
85,hp,quaquaval
120,attack,quaquaval
80,defense,quaquaval
85,special-attack,quaquaval
75,special-defense,quaquaval
85,speed,quaquaval
54,hp,lechonk
45,attack,lechonk
40,defense,lechonk
35,special-attack,lechonk
45,special-defense,lechonk
35,speed,lechonk
110,hp,oinkologne-male
100,attack,oinkologne-male
75,defense,oinkologne-male
59,special-attack,oinkologne-male
80,special-defense,oinkologne-male
65,speed,oinkologne-male
35,hp,tarountula
41,attack,tarountula
45,defense,tarountula
29,special-attack,tarountula
40,special-defense,tarountula
20,speed,tarountula
60,hp,spidops
79,attack,spidops
92,defense,spidops
52,special-attack,spidops
86,special-defense,spidops
35,speed,spidops
33,hp,nymble
46,attack,nymble
40,defense,nymble
21,special-attack,nymble
25,special-defense,nymble
45,speed,nymble
71,hp,lokix
102,attack,lokix
78,defense,lokix
52,special-attack,lokix
55,special-defense,lokix
92,speed,lokix
45,hp,pawmi
50,attack,pawmi
20,defense,pawmi
40,special-attack,pawmi
25,special-defense,pawmi
60,speed,pawmi
60,hp,pawmo
75,attack,pawmo
40,defense,pawmo
50,special-attack,pawmo
40,special-defense,pawmo
85,speed,pawmo
70,hp,pawmot
115,attack,pawmot
70,defense,pawmot
70,special-attack,pawmot
60,special-defense,pawmot
105,speed,pawmot
50,hp,tandemaus
50,attack,tandemaus
45,defense,tandemaus
40,special-attack,tandemaus
45,special-defense,tandemaus
75,speed,tandemaus
74,hp,maushold-family-of-four
75,attack,maushold-family-of-four
70,defense,maushold-family-of-four
65,special-attack,maushold-family-of-four
75,special-defense,maushold-family-of-four
111,speed,maushold-family-of-four
37,hp,fidough
55,attack,fidough
70,defense,fidough
30,special-attack,fidough
55,special-defense,fidough
65,speed,fidough
57,hp,dachsbun
80,attack,dachsbun
115,defense,dachsbun
50,special-attack,dachsbun
80,special-defense,dachsbun
95,speed,dachsbun
41,hp,smoliv
35,attack,smoliv
45,defense,smoliv
58,special-attack,smoliv
51,special-defense,smoliv
30,speed,smoliv
52,hp,dolliv
53,attack,dolliv
60,defense,dolliv
78,special-attack,dolliv
78,special-defense,dolliv
33,speed,dolliv
78,hp,arboliva
69,attack,arboliva
90,defense,arboliva
125,special-attack,arboliva
109,special-defense,arboliva
39,speed,arboliva
82,hp,squawkabilly-green-plumage
96,attack,squawkabilly-green-plumage
51,defense,squawkabilly-green-plumage
45,special-attack,squawkabilly-green-plumage
51,special-defense,squawkabilly-green-plumage
92,speed,squawkabilly-green-plumage
55,hp,nacli
55,attack,nacli
75,defense,nacli
35,special-attack,nacli
35,special-defense,nacli
25,speed,nacli
60,hp,naclstack
60,attack,naclstack
100,defense,naclstack
35,special-attack,naclstack
65,special-defense,naclstack
35,speed,naclstack
100,hp,garganacl
100,attack,garganacl
130,defense,garganacl
45,special-attack,garganacl
90,special-defense,garganacl
35,speed,garganacl
40,hp,charcadet
50,attack,charcadet
40,defense,charcadet
50,special-attack,charcadet
40,special-defense,charcadet
35,speed,charcadet
85,hp,armarouge
60,attack,armarouge
100,defense,armarouge
125,special-attack,armarouge
80,special-defense,armarouge
75,speed,armarouge
75,hp,ceruledge
125,attack,ceruledge
80,defense,ceruledge
60,special-attack,ceruledge
100,special-defense,ceruledge
85,speed,ceruledge
61,hp,tadbulb
31,attack,tadbulb
41,defense,tadbulb
59,special-attack,tadbulb
35,special-defense,tadbulb
45,speed,tadbulb
109,hp,bellibolt
64,attack,bellibolt
91,defense,bellibolt
103,special-attack,bellibolt
83,special-defense,bellibolt
45,speed,bellibolt
40,hp,wattrel
40,attack,wattrel
35,defense,wattrel
55,special-attack,wattrel
40,special-defense,wattrel
70,speed,wattrel
70,hp,kilowattrel
70,attack,kilowattrel
60,defense,kilowattrel
105,special-attack,kilowattrel
60,special-defense,kilowattrel
125,speed,kilowattrel
60,hp,maschiff
78,attack,maschiff
60,defense,maschiff
40,special-attack,maschiff
51,special-defense,maschiff
51,speed,maschiff
80,hp,mabosstiff
120,attack,mabosstiff
90,defense,mabosstiff
60,special-attack,mabosstiff
70,special-defense,mabosstiff
85,speed,mabosstiff
40,hp,shroodle
65,attack,shroodle
35,defense,shroodle
40,special-attack,shroodle
35,special-defense,shroodle
75,speed,shroodle
63,hp,grafaiai
95,attack,grafaiai
65,defense,grafaiai
80,special-attack,grafaiai
72,special-defense,grafaiai
110,speed,grafaiai
40,hp,bramblin
65,attack,bramblin
30,defense,bramblin
45,special-attack,bramblin
35,special-defense,bramblin
60,speed,bramblin
55,hp,brambleghast
115,attack,brambleghast
70,defense,brambleghast
80,special-attack,brambleghast
70,special-defense,brambleghast
90,speed,brambleghast
40,hp,toedscool
40,attack,toedscool
35,defense,toedscool
50,special-attack,toedscool
100,special-defense,toedscool
70,speed,toedscool
80,hp,toedscruel
70,attack,toedscruel
65,defense,toedscruel
80,special-attack,toedscruel
120,special-defense,toedscruel
100,speed,toedscruel
70,hp,klawf
100,attack,klawf
115,defense,klawf
35,special-attack,klawf
55,special-defense,klawf
75,speed,klawf
50,hp,capsakid
62,attack,capsakid
40,defense,capsakid
62,special-attack,capsakid
40,special-defense,capsakid
50,speed,capsakid
65,hp,scovillain
108,attack,scovillain
65,defense,scovillain
108,special-attack,scovillain
65,special-defense,scovillain
75,speed,scovillain
41,hp,rellor
50,attack,rellor
60,defense,rellor
31,special-attack,rellor
58,special-defense,rellor
30,speed,rellor
75,hp,rabsca
50,attack,rabsca
85,defense,rabsca
115,special-attack,rabsca
100,special-defense,rabsca
45,speed,rabsca
30,hp,flittle
35,attack,flittle
30,defense,flittle
55,special-attack,flittle
30,special-defense,flittle
75,speed,flittle
95,hp,espathra
60,attack,espathra
60,defense,espathra
101,special-attack,espathra
60,special-defense,espathra
105,speed,espathra
50,hp,tinkatink
45,attack,tinkatink
45,defense,tinkatink
35,special-attack,tinkatink
64,special-defense,tinkatink
58,speed,tinkatink
65,hp,tinkatuff
55,attack,tinkatuff
55,defense,tinkatuff
45,special-attack,tinkatuff
82,special-defense,tinkatuff
78,speed,tinkatuff
85,hp,tinkaton
75,attack,tinkaton
77,defense,tinkaton
70,special-attack,tinkaton
105,special-defense,tinkaton
94,speed,tinkaton
10,hp,wiglett
55,attack,wiglett
25,defense,wiglett
35,special-attack,wiglett
25,special-defense,wiglett
95,speed,wiglett
35,hp,wugtrio
100,attack,wugtrio
50,defense,wugtrio
50,special-attack,wugtrio
70,special-defense,wugtrio
120,speed,wugtrio
70,hp,bombirdier
103,attack,bombirdier
85,defense,bombirdier
60,special-attack,bombirdier
85,special-defense,bombirdier
82,speed,bombirdier
70,hp,finizen
45,attack,finizen
40,defense,finizen
45,special-attack,finizen
40,special-defense,finizen
75,speed,finizen
100,hp,palafin-zero
70,attack,palafin-zero
72,defense,palafin-zero
53,special-attack,palafin-zero
62,special-defense,palafin-zero
100,speed,palafin-zero
45,hp,varoom
70,attack,varoom
63,defense,varoom
30,special-attack,varoom
45,special-defense,varoom
47,speed,varoom
80,hp,revavroom
119,attack,revavroom
90,defense,revavroom
54,special-attack,revavroom
67,special-defense,revavroom
90,speed,revavroom
70,hp,cyclizar
95,attack,cyclizar
65,defense,cyclizar
85,special-attack,cyclizar
65,special-defense,cyclizar
121,speed,cyclizar
70,hp,orthworm
85,attack,orthworm
145,defense,orthworm
60,special-attack,orthworm
55,special-defense,orthworm
65,speed,orthworm
48,hp,glimmet
35,attack,glimmet
42,defense,glimmet
105,special-attack,glimmet
60,special-defense,glimmet
60,speed,glimmet
83,hp,glimmora
55,attack,glimmora
90,defense,glimmora
130,special-attack,glimmora
81,special-defense,glimmora
86,speed,glimmora
50,hp,greavard
61,attack,greavard
60,defense,greavard
30,special-attack,greavard
55,special-defense,greavard
34,speed,greavard
72,hp,houndstone
101,attack,houndstone
100,defense,houndstone
50,special-attack,houndstone
97,special-defense,houndstone
68,speed,houndstone
82,hp,flamigo
115,attack,flamigo
74,defense,flamigo
75,special-attack,flamigo
64,special-defense,flamigo
90,speed,flamigo
108,hp,cetoddle
68,attack,cetoddle
45,defense,cetoddle
30,special-attack,cetoddle
40,special-defense,cetoddle
43,speed,cetoddle
170,hp,cetitan
113,attack,cetitan
65,defense,cetitan
45,special-attack,cetitan
55,special-defense,cetitan
73,speed,cetitan
90,hp,veluza
102,attack,veluza
73,defense,veluza
78,special-attack,veluza
65,special-defense,veluza
70,speed,veluza
150,hp,dondozo
100,attack,dondozo
115,defense,dondozo
65,special-attack,dondozo
65,special-defense,dondozo
35,speed,dondozo
68,hp,tatsugiri-curly
50,attack,tatsugiri-curly
60,defense,tatsugiri-curly
120,special-attack,tatsugiri-curly
95,special-defense,tatsugiri-curly
82,speed,tatsugiri-curly
110,hp,annihilape
115,attack,annihilape
80,defense,annihilape
50,special-attack,annihilape
90,special-defense,annihilape
90,speed,annihilape
130,hp,clodsire
75,attack,clodsire
60,defense,clodsire
45,special-attack,clodsire
100,special-defense,clodsire
20,speed,clodsire
120,hp,farigiraf
90,attack,farigiraf
70,defense,farigiraf
110,special-attack,farigiraf
70,special-defense,farigiraf
60,speed,farigiraf
125,hp,dudunsparce-two-segment
100,attack,dudunsparce-two-segment
80,defense,dudunsparce-two-segment
85,special-attack,dudunsparce-two-segment
75,special-defense,dudunsparce-two-segment
55,speed,dudunsparce-two-segment
100,hp,kingambit
135,attack,kingambit
120,defense,kingambit
60,special-attack,kingambit
85,special-defense,kingambit
50,speed,kingambit
115,hp,great-tusk
131,attack,great-tusk
131,defense,great-tusk
53,special-attack,great-tusk
53,special-defense,great-tusk
87,speed,great-tusk
115,hp,scream-tail
65,attack,scream-tail
99,defense,scream-tail
65,special-attack,scream-tail
115,special-defense,scream-tail
111,speed,scream-tail
111,hp,brute-bonnet
127,attack,brute-bonnet
99,defense,brute-bonnet
79,special-attack,brute-bonnet
99,special-defense,brute-bonnet
55,speed,brute-bonnet
55,hp,flutter-mane
55,attack,flutter-mane
55,defense,flutter-mane
135,special-attack,flutter-mane
135,special-defense,flutter-mane
135,speed,flutter-mane
85,hp,slither-wing
135,attack,slither-wing
79,defense,slither-wing
85,special-attack,slither-wing
105,special-defense,slither-wing
81,speed,slither-wing
85,hp,sandy-shocks
81,attack,sandy-shocks
97,defense,sandy-shocks
121,special-attack,sandy-shocks
85,special-defense,sandy-shocks
101,speed,sandy-shocks
90,hp,iron-treads
112,attack,iron-treads
120,defense,iron-treads
72,special-attack,iron-treads
70,special-defense,iron-treads
106,speed,iron-treads
56,hp,iron-bundle
80,attack,iron-bundle
114,defense,iron-bundle
124,special-attack,iron-bundle
60,special-defense,iron-bundle
136,speed,iron-bundle
154,hp,iron-hands
140,attack,iron-hands
108,defense,iron-hands
50,special-attack,iron-hands
68,special-defense,iron-hands
50,speed,iron-hands
94,hp,iron-jugulis
80,attack,iron-jugulis
86,defense,iron-jugulis
122,special-attack,iron-jugulis
80,special-defense,iron-jugulis
108,speed,iron-jugulis
80,hp,iron-moth
70,attack,iron-moth
60,defense,iron-moth
140,special-attack,iron-moth
110,special-defense,iron-moth
110,speed,iron-moth
100,hp,iron-thorns
134,attack,iron-thorns
110,defense,iron-thorns
70,special-attack,iron-thorns
84,special-defense,iron-thorns
72,speed,iron-thorns
65,hp,frigibax
75,attack,frigibax
45,defense,frigibax
35,special-attack,frigibax
45,special-defense,frigibax
55,speed,frigibax
90,hp,arctibax
95,attack,arctibax
66,defense,arctibax
45,special-attack,arctibax
65,special-defense,arctibax
62,speed,arctibax
115,hp,baxcalibur
145,attack,baxcalibur
92,defense,baxcalibur
75,special-attack,baxcalibur
86,special-defense,baxcalibur
87,speed,baxcalibur
45,hp,gimmighoul
30,attack,gimmighoul
70,defense,gimmighoul
75,special-attack,gimmighoul
70,special-defense,gimmighoul
10,speed,gimmighoul
87,hp,gholdengo
60,attack,gholdengo
95,defense,gholdengo
133,special-attack,gholdengo
91,special-defense,gholdengo
84,speed,gholdengo
85,hp,wo-chien
85,attack,wo-chien
100,defense,wo-chien
95,special-attack,wo-chien
135,special-defense,wo-chien
70,speed,wo-chien
80,hp,chien-pao
120,attack,chien-pao
80,defense,chien-pao
90,special-attack,chien-pao
65,special-defense,chien-pao
135,speed,chien-pao
155,hp,ting-lu
110,attack,ting-lu
125,defense,ting-lu
55,special-attack,ting-lu
80,special-defense,ting-lu
45,speed,ting-lu
55,hp,chi-yu
80,attack,chi-yu
80,defense,chi-yu
135,special-attack,chi-yu
120,special-defense,chi-yu
100,speed,chi-yu
105,hp,roaring-moon
139,attack,roaring-moon
71,defense,roaring-moon
55,special-attack,roaring-moon
101,special-defense,roaring-moon
119,speed,roaring-moon
74,hp,iron-valiant
130,attack,iron-valiant
90,defense,iron-valiant
120,special-attack,iron-valiant
60,special-defense,iron-valiant
116,speed,iron-valiant
100,hp,koraidon
135,attack,koraidon
115,defense,koraidon
85,special-attack,koraidon
100,special-defense,koraidon
135,speed,koraidon
100,hp,miraidon
85,attack,miraidon
100,defense,miraidon
135,special-attack,miraidon
115,special-defense,miraidon
135,speed,miraidon
99,hp,walking-wake
83,attack,walking-wake
91,defense,walking-wake
125,special-attack,walking-wake
83,special-defense,walking-wake
109,speed,walking-wake
90,hp,iron-leaves
130,attack,iron-leaves
88,defense,iron-leaves
70,special-attack,iron-leaves
108,special-defense,iron-leaves
104,speed,iron-leaves
80,hp,dipplin
80,attack,dipplin
110,defense,dipplin
95,special-attack,dipplin
80,special-defense,dipplin
40,speed,dipplin
40,hp,poltchageist
45,attack,poltchageist
45,defense,poltchageist
74,special-attack,poltchageist
54,special-defense,poltchageist
50,speed,poltchageist
71,hp,sinistcha
60,attack,sinistcha
106,defense,sinistcha
121,special-attack,sinistcha
80,special-defense,sinistcha
70,speed,sinistcha
88,hp,okidogi
128,attack,okidogi
115,defense,okidogi
58,special-attack,okidogi
86,special-defense,okidogi
80,speed,okidogi
88,hp,munkidori
75,attack,munkidori
66,defense,munkidori
130,special-attack,munkidori
90,special-defense,munkidori
106,speed,munkidori
88,hp,fezandipiti
91,attack,fezandipiti
82,defense,fezandipiti
70,special-attack,fezandipiti
125,special-defense,fezandipiti
99,speed,fezandipiti
80,hp,ogerpon
120,attack,ogerpon
84,defense,ogerpon
60,special-attack,ogerpon
96,special-defense,ogerpon
110,speed,ogerpon
90,hp,archaludon
105,attack,archaludon
130,defense,archaludon
125,special-attack,archaludon
65,special-defense,archaludon
85,speed,archaludon
106,hp,hydrapple
80,attack,hydrapple
110,defense,hydrapple
120,special-attack,hydrapple
80,special-defense,hydrapple
44,speed,hydrapple
105,hp,gouging-fire
115,attack,gouging-fire
121,defense,gouging-fire
65,special-attack,gouging-fire
93,special-defense,gouging-fire
91,speed,gouging-fire
125,hp,raging-bolt
73,attack,raging-bolt
91,defense,raging-bolt
137,special-attack,raging-bolt
89,special-defense,raging-bolt
75,speed,raging-bolt
90,hp,iron-boulder
120,attack,iron-boulder
80,defense,iron-boulder
68,special-attack,iron-boulder
108,special-defense,iron-boulder
124,speed,iron-boulder
90,hp,iron-crown
72,attack,iron-crown
100,defense,iron-crown
122,special-attack,iron-crown
108,special-defense,iron-crown
98,speed,iron-crown
90,hp,terapagos
65,attack,terapagos
85,defense,terapagos
65,special-attack,terapagos
85,special-defense,terapagos
60,speed,terapagos
88,hp,pecharunt
88,attack,pecharunt
160,defense,pecharunt
88,special-attack,pecharunt
88,special-defense,pecharunt
88,speed,pecharunt
50,hp,deoxys-attack
180,attack,deoxys-attack
20,defense,deoxys-attack
180,special-attack,deoxys-attack
20,special-defense,deoxys-attack
150,speed,deoxys-attack
50,hp,deoxys-defense
70,attack,deoxys-defense
160,defense,deoxys-defense
70,special-attack,deoxys-defense
160,special-defense,deoxys-defense
90,speed,deoxys-defense
50,hp,deoxys-speed
95,attack,deoxys-speed
90,defense,deoxys-speed
95,special-attack,deoxys-speed
90,special-defense,deoxys-speed
180,speed,deoxys-speed
60,hp,wormadam-sandy
79,attack,wormadam-sandy
105,defense,wormadam-sandy
59,special-attack,wormadam-sandy
85,special-defense,wormadam-sandy
36,speed,wormadam-sandy
60,hp,wormadam-trash
69,attack,wormadam-trash
95,defense,wormadam-trash
69,special-attack,wormadam-trash
95,special-defense,wormadam-trash
36,speed,wormadam-trash
100,hp,shaymin-sky
103,attack,shaymin-sky
75,defense,shaymin-sky
120,special-attack,shaymin-sky
75,special-defense,shaymin-sky
127,speed,shaymin-sky
150,hp,giratina-origin
120,attack,giratina-origin
100,defense,giratina-origin
120,special-attack,giratina-origin
100,special-defense,giratina-origin
90,speed,giratina-origin
50,hp,rotom-heat
65,attack,rotom-heat
107,defense,rotom-heat
105,special-attack,rotom-heat
107,special-defense,rotom-heat
86,speed,rotom-heat
50,hp,rotom-wash
65,attack,rotom-wash
107,defense,rotom-wash
105,special-attack,rotom-wash
107,special-defense,rotom-wash
86,speed,rotom-wash
50,hp,rotom-frost
65,attack,rotom-frost
107,defense,rotom-frost
105,special-attack,rotom-frost
107,special-defense,rotom-frost
86,speed,rotom-frost
50,hp,rotom-fan
65,attack,rotom-fan
107,defense,rotom-fan
105,special-attack,rotom-fan
107,special-defense,rotom-fan
86,speed,rotom-fan
50,hp,rotom-mow
65,attack,rotom-mow
107,defense,rotom-mow
105,special-attack,rotom-mow
107,special-defense,rotom-mow
86,speed,rotom-mow
70,hp,castform-sunny
70,attack,castform-sunny
70,defense,castform-sunny
70,special-attack,castform-sunny
70,special-defense,castform-sunny
70,speed,castform-sunny
70,hp,castform-rainy
70,attack,castform-rainy
70,defense,castform-rainy
70,special-attack,castform-rainy
70,special-defense,castform-rainy
70,speed,castform-rainy
70,hp,castform-snowy
70,attack,castform-snowy
70,defense,castform-snowy
70,special-attack,castform-snowy
70,special-defense,castform-snowy
70,speed,castform-snowy
70,hp,basculin-blue-striped
92,attack,basculin-blue-striped
65,defense,basculin-blue-striped
80,special-attack,basculin-blue-striped
55,special-defense,basculin-blue-striped
98,speed,basculin-blue-striped
105,hp,darmanitan-zen
30,attack,darmanitan-zen
105,defense,darmanitan-zen
140,special-attack,darmanitan-zen
105,special-defense,darmanitan-zen
55,speed,darmanitan-zen
100,hp,meloetta-pirouette
128,attack,meloetta-pirouette
90,defense,meloetta-pirouette
77,special-attack,meloetta-pirouette
77,special-defense,meloetta-pirouette
128,speed,meloetta-pirouette
79,hp,tornadus-therian
100,attack,tornadus-therian
80,defense,tornadus-therian
110,special-attack,tornadus-therian
90,special-defense,tornadus-therian
121,speed,tornadus-therian
79,hp,thundurus-therian
105,attack,thundurus-therian
70,defense,thundurus-therian
145,special-attack,thundurus-therian
80,special-defense,thundurus-therian
101,speed,thundurus-therian
89,hp,landorus-therian
145,attack,landorus-therian
90,defense,landorus-therian
105,special-attack,landorus-therian
80,special-defense,landorus-therian
91,speed,landorus-therian
125,hp,kyurem-black
170,attack,kyurem-black
100,defense,kyurem-black
120,special-attack,kyurem-black
90,special-defense,kyurem-black
95,speed,kyurem-black
125,hp,kyurem-white
120,attack,kyurem-white
90,defense,kyurem-white
170,special-attack,kyurem-white
100,special-defense,kyurem-white
95,speed,kyurem-white
91,hp,keldeo-resolute
72,attack,keldeo-resolute
90,defense,keldeo-resolute
129,special-attack,keldeo-resolute
90,special-defense,keldeo-resolute
108,speed,keldeo-resolute
74,hp,meowstic-female
48,attack,meowstic-female
76,defense,meowstic-female
83,special-attack,meowstic-female
81,special-defense,meowstic-female
104,speed,meowstic-female
60,hp,aegislash-blade
140,attack,aegislash-blade
50,defense,aegislash-blade
140,special-attack,aegislash-blade
50,special-defense,aegislash-blade
60,speed,aegislash-blade
44,hp,pumpkaboo-small
66,attack,pumpkaboo-small
70,defense,pumpkaboo-small
44,special-attack,pumpkaboo-small
55,special-defense,pumpkaboo-small
56,speed,pumpkaboo-small
54,hp,pumpkaboo-large
66,attack,pumpkaboo-large
70,defense,pumpkaboo-large
44,special-attack,pumpkaboo-large
55,special-defense,pumpkaboo-large
46,speed,pumpkaboo-large
59,hp,pumpkaboo-super
66,attack,pumpkaboo-super
70,defense,pumpkaboo-super
44,special-attack,pumpkaboo-super
55,special-defense,pumpkaboo-super
41,speed,pumpkaboo-super
55,hp,gourgeist-small
85,attack,gourgeist-small
122,defense,gourgeist-small
58,special-attack,gourgeist-small
75,special-defense,gourgeist-small
99,speed,gourgeist-small
75,hp,gourgeist-large
95,attack,gourgeist-large
122,defense,gourgeist-large
58,special-attack,gourgeist-large
75,special-defense,gourgeist-large
69,speed,gourgeist-large
85,hp,gourgeist-super
100,attack,gourgeist-super
122,defense,gourgeist-super
58,special-attack,gourgeist-super
75,special-defense,gourgeist-super
54,speed,gourgeist-super
80,hp,venusaur-mega
100,attack,venusaur-mega
123,defense,venusaur-mega
122,special-attack,venusaur-mega
120,special-defense,venusaur-mega
80,speed,venusaur-mega
78,hp,charizard-mega-x
130,attack,charizard-mega-x
111,defense,charizard-mega-x
130,special-attack,charizard-mega-x
85,special-defense,charizard-mega-x
100,speed,charizard-mega-x
78,hp,charizard-mega-y
104,attack,charizard-mega-y
78,defense,charizard-mega-y
159,special-attack,charizard-mega-y
115,special-defense,charizard-mega-y
100,speed,charizard-mega-y
79,hp,blastoise-mega
103,attack,blastoise-mega
120,defense,blastoise-mega
135,special-attack,blastoise-mega
115,special-defense,blastoise-mega
78,speed,blastoise-mega
55,hp,alakazam-mega
50,attack,alakazam-mega
65,defense,alakazam-mega
175,special-attack,alakazam-mega
105,special-defense,alakazam-mega
150,speed,alakazam-mega
60,hp,gengar-mega
65,attack,gengar-mega
80,defense,gengar-mega
170,special-attack,gengar-mega
95,special-defense,gengar-mega
130,speed,gengar-mega
105,hp,kangaskhan-mega
125,attack,kangaskhan-mega
100,defense,kangaskhan-mega
60,special-attack,kangaskhan-mega
100,special-defense,kangaskhan-mega
100,speed,kangaskhan-mega
65,hp,pinsir-mega
155,attack,pinsir-mega
120,defense,pinsir-mega
65,special-attack,pinsir-mega
90,special-defense,pinsir-mega
105,speed,pinsir-mega
95,hp,gyarados-mega
155,attack,gyarados-mega
109,defense,gyarados-mega
70,special-attack,gyarados-mega
130,special-defense,gyarados-mega
81,speed,gyarados-mega
80,hp,aerodactyl-mega
135,attack,aerodactyl-mega
85,defense,aerodactyl-mega
70,special-attack,aerodactyl-mega
95,special-defense,aerodactyl-mega
150,speed,aerodactyl-mega
106,hp,mewtwo-mega-x
190,attack,mewtwo-mega-x
100,defense,mewtwo-mega-x
154,special-attack,mewtwo-mega-x
100,special-defense,mewtwo-mega-x
130,speed,mewtwo-mega-x
106,hp,mewtwo-mega-y
150,attack,mewtwo-mega-y
70,defense,mewtwo-mega-y
194,special-attack,mewtwo-mega-y
120,special-defense,mewtwo-mega-y
140,speed,mewtwo-mega-y
90,hp,ampharos-mega
95,attack,ampharos-mega
105,defense,ampharos-mega
165,special-attack,ampharos-mega
110,special-defense,ampharos-mega
45,speed,ampharos-mega
70,hp,scizor-mega
150,attack,scizor-mega
140,defense,scizor-mega
65,special-attack,scizor-mega
100,special-defense,scizor-mega
75,speed,scizor-mega
80,hp,heracross-mega
185,attack,heracross-mega
115,defense,heracross-mega
40,special-attack,heracross-mega
105,special-defense,heracross-mega
75,speed,heracross-mega
75,hp,houndoom-mega
90,attack,houndoom-mega
90,defense,houndoom-mega
140,special-attack,houndoom-mega
90,special-defense,houndoom-mega
115,speed,houndoom-mega
100,hp,tyranitar-mega
164,attack,tyranitar-mega
150,defense,tyranitar-mega
95,special-attack,tyranitar-mega
120,special-defense,tyranitar-mega
71,speed,tyranitar-mega
80,hp,blaziken-mega
160,attack,blaziken-mega
80,defense,blaziken-mega
130,special-attack,blaziken-mega
80,special-defense,blaziken-mega
100,speed,blaziken-mega
68,hp,gardevoir-mega
85,attack,gardevoir-mega
65,defense,gardevoir-mega
165,special-attack,gardevoir-mega
135,special-defense,gardevoir-mega
100,speed,gardevoir-mega
50,hp,mawile-mega
105,attack,mawile-mega
125,defense,mawile-mega
55,special-attack,mawile-mega
95,special-defense,mawile-mega
50,speed,mawile-mega
70,hp,aggron-mega
140,attack,aggron-mega
230,defense,aggron-mega
60,special-attack,aggron-mega
80,special-defense,aggron-mega
50,speed,aggron-mega
